dataset,muscle,mvc,participant,test
Landry2013,ser. ant.,0.07266740984341766,2,4
Landry2013,ser. ant.,0.011923357086711727,2,5
Landry2013,ser. ant.,0.017843697205022435,2,6
Landry2013,ser. ant.,0.03127004483266273,2,7
Landry2013,ser. ant.,0.0822509398018687,2,14
Landry2013,lat. dors.,0.016635361794150587,2,0
Landry2013,lat. dors.,0.01078264695307925,2,1
Landry2013,lat. dors.,0.014466912878842669,2,2
Landry2013,lat. dors.,0.020523117866367756,2,3
Landry2013,lat. dors.,0.022570418389041537,2,4
Landry2013,lat. dors.,0.03635135148599114,2,5
Landry2013,lat. dors.,0.040400490972736826,2,6
Landry2013,lat. dors.,0.006601651590445505,2,7
Landry2013,lat. dors.,0.00977909640724126,2,14
Landry2013,upp. trap.,0.07233604601869448,3,0
Landry2013,upp. trap.,0.0608156997113439,3,1
Landry2013,upp. trap.,0.20382749736472236,3,2
Landry2013,upp. trap.,0.0951081592759587,3,3
Landry2013,upp. trap.,0.07818256878118005,3,4
Landry2013,upp. trap.,0.0214117514214683,3,5
Landry2013,upp. trap.,0.024639961602486566,3,6
Landry2013,upp. trap.,0.0600809953517709,3,7
Landry2013,upp. trap.,0.05761671129074715,3,14
Landry2013,mid. trap.,0.0539811372720944,3,0
Landry2013,mid. trap.,0.0751085177068734,3,1
Landry2013,mid. trap.,0.11973184810031104,3,2
Landry2013,mid. trap.,0.05571262857486232,3,3
Landry2013,mid. trap.,0.04131277360577779,3,4
Landry2013,mid. trap.,0.03637637922472682,3,5
Landry2013,mid. trap.,0.039103893319450966,3,6
Landry2013,mid. trap.,0.036075910537548696,3,7
Landry2013,mid. trap.,0.07183976035125522,3,14
Landry2013,low. trap.,0.017002040989381823,3,0
Landry2013,low. trap.,0.06147759609039399,3,1
Landry2013,low. trap.,0.03494424867727779,3,2
Landry2013,low. trap.,0.0154208162004908,3,3
Landry2013,low. trap.,0.01557452966031319,3,4
Landry2013,low. trap.,0.07242162464918578,3,5
Landry2013,low. trap.,0.0637235606515471,3,6
Landry2013,low. trap.,0.014186595924075587,3,7
Landry2013,low. trap.,0.020846223131563122,3,14
Landry2013,ant. delt.,0.07447233065443581,3,0
Landry2013,ant. delt.,0.0659100521751852,3,1
Landry2013,ant. delt.,0.05037173864959829,3,2
Landry2013,ant. delt.,0.08809990201516084,3,3
Landry2013,ant. delt.,0.11143957659368431,3,4
Landry2013,ant. delt.,0.014915932913056082,3,5
Landry2013,ant. delt.,0.01086575775774751,3,6
Landry2013,ant. delt.,0.07571250774814821,3,7
Landry2013,ant. delt.,0.10220619623228468,3,14
Landry2013,mid. delt.,0.061109021395358065,3,0
Landry2013,mid. delt.,0.02997042093302806,3,1
Landry2013,mid. delt.,0.06745785113481147,3,2
Landry2013,mid. delt.,0.05107570602580172,3,3
Landry2013,mid. delt.,0.06713301721625986,3,4
Landry2013,mid. delt.,0.02302849683770243,3,5
Landry2013,mid. delt.,0.01906781173617478,3,6
Landry2013,mid. delt.,0.039051716274573364,3,7
Landry2013,mid. delt.,0.07322672576685252,3,14
Landry2013,post. delt.,0.11264489825669259,3,0
Landry2013,post. delt.,0.2820956575491894,3,1
Landry2013,post. delt.,0.19142978294708463,3,2
Landry2013,post. delt.,0.06282094894661001,3,3
Landry2013,post. delt.,0.12420518287048796,3,4
Landry2013,post. delt.,0.31826673079946116,3,5
Landry2013,post. delt.,0.27850708509535493,3,6
Landry2013,post. delt.,0.017638093167997186,3,7
Landry2013,post. delt.,0.12060778203363459,3,14
Landry2013,pec. maj.,0.020141042251472216,3,0
Landry2013,pec. maj.,0.00879033474513603,3,1
Landry2013,pec. maj.,0.008771196519559196,3,2
Landry2013,pec. maj.,0.04255596029824814,3,3
Landry2013,pec. maj.,0.019617126059262087,3,4
Landry2013,pec. maj.,0.019150474547847306,3,5
Landry2013,pec. maj.,0.01685470894057982,3,6
Landry2013,pec. maj.,0.07455352831255826,3,7
Landry2013,pec. maj.,0.028807257426846644,3,14
Landry2013,ser. ant.,0.12245760032871683,3,0
Landry2013,ser. ant.,0.006952507003303639,3,1
Landry2013,ser. ant.,0.13833127403879575,3,2
Landry2013,ser. ant.,0.13767729936360376,3,3
Landry2013,ser. ant.,0.1095434375575855,3,4
Landry2013,ser. ant.,0.015810169812340173,3,5
Landry2013,ser. ant.,0.02197860282014906,3,6
Landry2013,ser. ant.,0.06399965883915172,3,7
Landry2013,ser. ant.,0.1600238243460519,3,14
Landry2013,lat. dors.,0.006845272732992059,3,0
Landry2013,lat. dors.,0.02545028290760344,3,1
Landry2013,lat. dors.,0.012817664306424403,3,2
Landry2013,lat. dors.,0.011603303355493741,3,3
Landry2013,lat. dors.,0.011175571224501187,3,4
Landry2013,lat. dors.,0.03109037230061549,3,5
Landry2013,lat. dors.,0.03128044532280761,3,6
Landry2013,lat. dors.,0.007107056856928183,3,7
Landry2013,lat. dors.,0.013237176214878235,3,14
Landry2013,upp. trap.,0.6321966777094126,4,0
Landry2013,upp. trap.,0.4954546623792315,4,1
Landry2013,upp. trap.,0.6309813485015787,4,2
Landry2013,upp. trap.,0.40334342033318216,4,3
Landry2013,upp. trap.,0.6500169343830882,4,4
Landry2013,upp. trap.,0.04157001485280866,4,5
Landry2013,upp. trap.,0.03916672122639139,4,6
Landry2013,upp. trap.,0.1471057355816136,4,7
Landry2013,upp. trap.,0.5683823215982922,4,14
Landry2013,mid. trap.,0.172795498124994,4,0
Landry2013,mid. trap.,0.1762300033270675,4,1
Landry2013,mid. trap.,0.2556297654060723,4,2
Landry2013,mid. trap.,0.21987162575384556,4,3
Landry2013,mid. trap.,0.2943022956409346,4,4
Landry2013,mid. trap.,0.2504601256429816,4,5
Landry2013,mid. trap.,0.21646338090741232,4,6
Landry2013,mid. trap.,0.23291015928854036,4,7
Landry2013,mid. trap.,0.280813553015436,4,14
Landry2013,low. trap.,0.13326389688725085,4,0
Landry2013,low. trap.,0.19221571497155215,4,1
Landry2013,low. trap.,0.23361958856388973,4,2
Landry2013,low. trap.,0.10247152138588335,4,3
Landry2013,low. trap.,0.13350137615411084,4,4
Landry2013,low. trap.,0.11107942988606229,4,5
Landry2013,low. trap.,0.09819827278034025,4,6
Landry2013,low. trap.,0.13501863010348897,4,7
Landry2013,low. trap.,0.1326941812497051,4,14
Landry2013,ant. delt.,0.4103033052858123,4,0
Landry2013,ant. delt.,0.04790570458301083,4,1
Landry2013,ant. delt.,0.2424847147916598,4,2
Landry2013,ant. delt.,0.45878996066988725,4,3
Landry2013,ant. delt.,0.45343787206113284,4,4
Landry2013,ant. delt.,0.020438300912341688,4,5
Landry2013,ant. delt.,0.014566715034853656,4,6
Landry2013,ant. delt.,0.45855374975716856,4,7
Landry2013,ant. delt.,0.5824816779840537,4,14
Landry2013,mid. delt.,0.2559667974585598,4,0
Landry2013,mid. delt.,0.22926600441160008,4,1
Landry2013,mid. delt.,0.22680533281586734,4,2
Landry2013,mid. delt.,0.19515204481898527,4,3
Landry2013,mid. delt.,0.3091171229772016,4,4
Landry2013,mid. delt.,0.14478101639637264,4,5
Landry2013,mid. delt.,0.02401754604779254,4,6
Landry2013,mid. delt.,0.03345360535741673,4,7
Landry2013,mid. delt.,0.21878152982994578,4,14
Landry2013,post. delt.,0.183054170437697,4,0
Landry2013,post. delt.,0.738835063952193,4,1
Landry2013,post. delt.,0.585759674595789,4,2
Landry2013,post. delt.,0.061707879674109865,4,3
Landry2013,post. delt.,0.3022392748702539,4,4
Landry2013,post. delt.,0.7133081856849496,4,5
Landry2013,post. delt.,0.4340125319421866,4,6
Landry2013,post. delt.,0.009371748795740388,4,7
Landry2013,post. delt.,0.3299414058503233,4,14
Landry2013,pec. maj.,0.05891770498197662,4,0
Landry2013,pec. maj.,0.008773104906177326,4,1
Landry2013,pec. maj.,0.012501331876084609,4,2
Landry2013,pec. maj.,0.21079115031169687,4,3
Landry2013,pec. maj.,0.024738754800332063,4,4
Landry2013,pec. maj.,0.021676752272100534,4,5
Landry2013,pec. maj.,0.04972743349033065,4,6
Landry2013,pec. maj.,0.23506424727897762,4,7
Landry2013,pec. maj.,0.07409168602512706,4,14
Landry2013,ser. ant.,0.29812228477873703,4,0
Landry2013,ser. ant.,0.01829211243859347,4,1
Landry2013,ser. ant.,0.20034116807940885,4,2
Landry2013,ser. ant.,0.2695924695742635,4,3
Landry2013,ser. ant.,0.3224401005229684,4,4
Landry2013,ser. ant.,0.04332994393190518,4,5
Landry2013,ser. ant.,0.047202090948076585,4,6
Landry2013,ser. ant.,0.11343122658906182,4,7
Landry2013,ser. ant.,0.42197541313534626,4,14
Landry2013,lat. dors.,0.02392425201695844,4,0
Landry2013,lat. dors.,0.08248557944317228,4,1
Landry2013,lat. dors.,0.029554096391860945,4,2
Landry2013,lat. dors.,0.02585658669982798,4,3
Landry2013,lat. dors.,0.025458196509060716,4,4
Landry2013,lat. dors.,0.1705425080542008,4,5
Landry2013,lat. dors.,0.17444318075100632,4,6
Landry2013,lat. dors.,0.0235610842798711,4,7
Landry2013,lat. dors.,0.022451907818811935,4,14
Landry2013,upp. trap.,0.3593142442820392,5,0
Landry2013,upp. trap.,0.2596723177824811,5,1
Landry2013,upp. trap.,0.5080757387061186,5,2
Landry2013,upp. trap.,0.4054655322078653,5,3
Landry2013,upp. trap.,0.3717318111405565,5,4
Landry2013,upp. trap.,0.10027970003704537,5,5
Landry2013,upp. trap.,0.028654672847267568,5,6
Landry2013,upp. trap.,0.1620844234300755,5,7
Landry2013,upp. trap.,0.37042547766560696,5,14
Landry2013,mid. trap.,0.07571875748129606,5,0
Landry2013,mid. trap.,0.17198933676054062,5,1
Landry2013,mid. trap.,0.32533360828994345,5,2
Landry2013,mid. trap.,0.13668767220722705,5,3
Landry2013,mid. trap.,0.1845981341494199,5,4
Landry2013,mid. trap.,0.14739321684029183,5,5
Landry2013,mid. trap.,0.10536600352218756,5,6
Landry2013,mid. trap.,0.0872369465933222,5,7
Landry2013,mid. trap.,0.17751057143572208,5,14
Landry2013,low. trap.,0.13617949989174327,5,0
Landry2013,low. trap.,0.15736825473575988,5,1
Landry2013,low. trap.,0.31252980353966286,5,2
Landry2013,low. trap.,0.1160355480039196,5,3
Landry2013,low. trap.,0.11409504490456607,5,4
Landry2013,low. trap.,0.034173914160744265,5,5
Landry2013,low. trap.,0.029252735500875735,5,6
Landry2013,low. trap.,0.11662048091511176,5,7
Landry2013,low. trap.,0.15234466647927883,5,14
Landry2013,ant. delt.,0.5125308379107927,5,0
Landry2013,ant. delt.,0.036007288169882655,5,1
Landry2013,ant. delt.,0.19088416302414438,5,2
Landry2013,ant. delt.,0.41545173818543046,5,3
Landry2013,ant. delt.,0.5943232830727845,5,4
Landry2013,ant. delt.,0.031411664841044566,5,5
Landry2013,ant. delt.,0.014499221668883441,5,6
Landry2013,ant. delt.,0.4836312028548955,5,7
Landry2013,ant. delt.,0.4318363847344039,5,14
Landry2013,mid. delt.,0.14000322323195535,5,0
Landry2013,mid. delt.,0.18876415376229116,5,1
Landry2013,mid. delt.,0.23971684137868765,5,2
Landry2013,mid. delt.,0.24764204867391854,5,3
Landry2013,mid. delt.,0.2103263552645466,5,4
Landry2013,mid. delt.,0.17206260818624153,5,5
Landry2013,mid. delt.,0.0857345770111709,5,6
Landry2013,mid. delt.,0.10892799839839755,5,7
Landry2013,mid. delt.,0.2863028021715597,5,14
Landry2013,post. delt.,0.04252795792741129,5,0
Landry2013,post. delt.,0.3523242452779043,5,1
Landry2013,post. delt.,0.16495978285890697,5,2
Landry2013,post. delt.,0.10468192741176528,5,3
Landry2013,post. delt.,0.2390366503143929,5,4
Landry2013,post. delt.,0.3169913013456119,5,5
Landry2013,post. delt.,0.24311821072994827,5,6
Landry2013,post. delt.,0.053171129914072905,5,7
Landry2013,post. delt.,0.1380168472603815,5,14
Landry2013,pec. maj.,0.1575010521257638,5,0
Landry2013,pec. maj.,0.01238519659464157,5,1
Landry2013,pec. maj.,0.03783691531596173,5,2
Landry2013,pec. maj.,0.09197747448803767,5,3
Landry2013,pec. maj.,0.10074360427327025,5,4
Landry2013,pec. maj.,0.018201026978796817,5,5
Landry2013,pec. maj.,0.018590934895842445,5,6
Landry2013,pec. maj.,0.17879760685120832,5,7
Landry2013,pec. maj.,0.06086931166331304,5,14
Landry2013,ser. ant.,0.06688660541922259,5,0
Landry2013,ser. ant.,0.015336622222590265,5,1
Landry2013,ser. ant.,0.11144059209770821,5,2
Landry2013,ser. ant.,0.0692247263094615,5,3
Landry2013,ser. ant.,0.05084463550003859,5,4
Landry2013,ser. ant.,0.0503611299915465,5,5
Landry2013,ser. ant.,0.06368056825224054,5,6
Landry2013,ser. ant.,0.04808240989564712,5,7
Landry2013,ser. ant.,0.10381201009592253,5,14
Landry2013,lat. dors.,0.011243817156621191,5,0
Landry2013,lat. dors.,0.04900787959812186,5,1
Landry2013,lat. dors.,0.030043531072147415,5,2
Landry2013,lat. dors.,0.013333233274770002,5,3
Landry2013,lat. dors.,0.010977925978668092,5,4
Landry2013,lat. dors.,0.05716638028297888,5,5
Landry2013,lat. dors.,0.05766308369092861,5,6
Landry2013,lat. dors.,0.011104584866075018,5,7
Landry2013,lat. dors.,0.01997215863986509,5,14
Landry2013,upp. trap.,0.19947209446612896,6,0
Landry2013,upp. trap.,0.12111964113820935,6,1
Landry2013,upp. trap.,0.12143335383354462,6,2
Landry2013,upp. trap.,0.30794232022045426,6,3
Landry2013,upp. trap.,0.2929858869658961,6,4
Landry2013,upp. trap.,0.0292995714664109,6,5
Landry2013,upp. trap.,0.011235599300997937,6,6
Landry2013,upp. trap.,0.03850903981599798,6,7
Landry2013,upp. trap.,0.325117109844509,6,14
Landry2013,mid. trap.,0.12153110206807333,6,0
Landry2013,mid. trap.,0.0775731386511733,6,1
Landry2013,mid. trap.,0.08628683689133128,6,2
Landry2013,mid. trap.,0.23070988107397822,6,3
Landry2013,mid. trap.,0.2204197942714381,6,4
Landry2013,mid. trap.,0.0969801260066887,6,5
Landry2013,mid. trap.,0.05577211245188194,6,6
Landry2013,mid. trap.,0.009214373422378894,6,7
Landry2013,mid. trap.,0.26218339080996333,6,14
Landry2013,low. trap.,0.16155223698863533,6,0
Landry2013,low. trap.,0.27257740308666967,6,1
Landry2013,low. trap.,0.36208208354243976,6,2
Landry2013,low. trap.,0.19682149058893722,6,3
Landry2013,low. trap.,0.21169201618858544,6,4
Landry2013,low. trap.,0.039902312911594115,6,5
Landry2013,low. trap.,0.0337620186683252,6,6
Landry2013,low. trap.,0.04759538467413716,6,7
Landry2013,low. trap.,0.22793250289383354,6,14
Landry2013,ant. delt.,0.1808054256288696,6,0
Landry2013,ant. delt.,0.05229103770869158,6,1
Landry2013,ant. delt.,0.33743322013430005,6,2
Landry2013,ant. delt.,0.2948228465232007,6,3
Landry2013,ant. delt.,0.20663711025589643,6,4
Landry2013,ant. delt.,0.009948170186189579,6,5
Landry2013,ant. delt.,0.009718908981849857,6,6
Landry2013,ant. delt.,0.07257542226279731,6,7
Landry2013,ant. delt.,0.24347641626008554,6,14
Landry2013,mid. delt.,0.18953946113915376,6,0
Landry2013,mid. delt.,0.12517867294722262,6,1
Landry2013,mid. delt.,0.23004042271080188,6,2
Landry2013,mid. delt.,0.12896233985480574,6,3
Landry2013,mid. delt.,0.16412469303382943,6,4
Landry2013,mid. delt.,0.054802787480051046,6,5
Landry2013,mid. delt.,0.01875005109571682,6,6
Landry2013,mid. delt.,0.03102000310623809,6,7
Landry2013,mid. delt.,0.13740833485135634,6,14
Landry2013,post. delt.,0.0563525164838533,6,0
Landry2013,post. delt.,0.15771387202507353,6,1
Landry2013,post. delt.,0.062415801005102814,6,2
Landry2013,post. delt.,0.05599830989585988,6,3
Landry2013,post. delt.,0.07504625486011124,6,4
Landry2013,post. delt.,0.17828465151016937,6,5
Landry2013,post. delt.,0.1418702062372395,6,6
Landry2013,post. delt.,0.011242862707655739,6,7
Landry2013,post. delt.,0.06662699679007938,6,14
Landry2013,pec. maj.,0.010178677251142555,6,0
Landry2013,pec. maj.,0.03929610965790603,6,1
Landry2013,pec. maj.,0.017177877048972917,6,2
Landry2013,pec. maj.,0.06866570165882102,6,3
Landry2013,pec. maj.,0.010241341470376163,6,4
Landry2013,pec. maj.,0.015411681837429116,6,5
Landry2013,pec. maj.,0.05776914234356895,6,6
Landry2013,pec. maj.,0.18634093355269488,6,7
Landry2013,pec. maj.,0.041180334505231064,6,14
Landry2013,ser. ant.,0.11445861224261511,6,0
Landry2013,ser. ant.,0.008985071062928257,6,1
Landry2013,ser. ant.,0.20173791755302908,6,2
Landry2013,ser. ant.,0.13839866588774985,6,3
Landry2013,ser. ant.,0.11092852330622284,6,4
Landry2013,ser. ant.,0.037433595812378664,6,5
Landry2013,ser. ant.,0.03157307959822688,6,6
Landry2013,ser. ant.,0.07192357550533879,6,7
Landry2013,ser. ant.,0.14396389592698566,6,14
Landry2013,lat. dors.,0.013132604667849684,6,0
Landry2013,lat. dors.,0.06166698237794535,6,1
Landry2013,lat. dors.,0.020351878259961702,6,2
Landry2013,lat. dors.,0.024334536595548587,6,3
Landry2013,lat. dors.,0.012906929921013856,6,4
Landry2013,lat. dors.,0.10606129126880084,6,5
Landry2013,lat. dors.,0.08300143366505602,6,6
Landry2013,lat. dors.,0.018945697008674982,6,7
Landry2013,lat. dors.,0.029954027281141837,6,14
Landry2013,upp. trap.,0.44067155991635104,7,0
Landry2013,upp. trap.,0.1266153061373694,7,1
Landry2013,upp. trap.,0.3899583970925167,7,2
Landry2013,upp. trap.,0.21455524549071828,7,3
Landry2013,upp. trap.,0.15418844255556763,7,4
Landry2013,upp. trap.,0.04396574863375094,7,5
Landry2013,upp. trap.,0.04112424377721613,7,6
Landry2013,upp. trap.,0.09450647769935454,7,7
Landry2013,upp. trap.,0.21386156439130777,7,14
Landry2013,mid. trap.,0.3391533406335292,7,0
Landry2013,mid. trap.,0.4422568090614927,7,1
Landry2013,mid. trap.,0.47843940698123033,7,2
Landry2013,mid. trap.,0.4078951080862898,7,3
Landry2013,mid. trap.,0.4077710505064821,7,4
Landry2013,mid. trap.,0.15102040260385144,7,5
Landry2013,mid. trap.,0.0888606305791241,7,6
Landry2013,mid. trap.,0.1183474873606912,7,7
Landry2013,mid. trap.,0.353635863774155,7,14
Landry2013,low. trap.,0.17242591867282092,7,0
Landry2013,low. trap.,0.2315946814204904,7,1
Landry2013,low. trap.,0.3070143248763991,7,2
Landry2013,low. trap.,0.20113287535939783,7,3
Landry2013,low. trap.,0.17707988884628148,7,4
Landry2013,low. trap.,0.06403446786374634,7,5
Landry2013,low. trap.,0.0664402069273584,7,6
Landry2013,low. trap.,0.08949300528878387,7,7
Landry2013,low. trap.,0.15791165315664984,7,14
Landry2013,ant. delt.,0.41265097830697706,7,0
Landry2013,ant. delt.,0.09831164040654046,7,1
Landry2013,ant. delt.,0.359336021099683,7,2
Landry2013,ant. delt.,0.37876743765018983,7,3
Landry2013,ant. delt.,0.3553944124768692,7,4
Landry2013,ant. delt.,0.03121778220772329,7,5
Landry2013,ant. delt.,0.033604613228445886,7,6
Landry2013,ant. delt.,0.26118896810073944,7,7
Landry2013,ant. delt.,0.3627343483666692,7,14
Landry2013,mid. delt.,0.41891086226065094,7,0
Landry2013,mid. delt.,0.6603639112726538,7,1
Landry2013,mid. delt.,0.580367381827601,7,2
Landry2013,mid. delt.,0.4273977057191952,7,3
Landry2013,mid. delt.,0.4497553933389997,7,4
Landry2013,mid. delt.,0.45972634157116393,7,5
Landry2013,mid. delt.,0.1301907047983165,7,6
Landry2013,mid. delt.,0.041462495495994595,7,7
Landry2013,mid. delt.,0.4764288991627833,7,14
Landry2013,post. delt.,0.06570995770426105,7,0
Landry2013,post. delt.,0.283289834874416,7,1
Landry2013,post. delt.,0.13293992406320732,7,2
Landry2013,post. delt.,0.1389227030563534,7,3
Landry2013,post. delt.,0.08077096554280622,7,4
Landry2013,post. delt.,0.39666893140420856,7,5
Landry2013,post. delt.,0.2503903653012838,7,6
Landry2013,post. delt.,0.10921563843849316,7,7
Landry2013,post. delt.,0.10786302407637073,7,14
Landry2013,pec. maj.,0.04684311300459185,7,0
Landry2013,pec. maj.,0.015119155977640842,7,1
Landry2013,pec. maj.,0.016386574211355424,7,2
Landry2013,pec. maj.,0.0629317561473895,7,3
Landry2013,pec. maj.,0.017258522057335378,7,4
Landry2013,pec. maj.,0.03219526032882,7,5
Landry2013,pec. maj.,0.09944126108182344,7,6
Landry2013,pec. maj.,0.22671784993935232,7,7
Landry2013,pec. maj.,0.03224591665048783,7,14
Landry2013,ser. ant.,0.3177319688825513,7,0
Landry2013,ser. ant.,0.02137305361247426,7,1
Landry2013,ser. ant.,0.4452011062903192,7,2
Landry2013,ser. ant.,0.37242200865423847,7,3
Landry2013,ser. ant.,0.21429604623495996,7,4
Landry2013,ser. ant.,0.03649120193354731,7,5
Landry2013,ser. ant.,0.05983960278441269,7,6
Landry2013,ser. ant.,0.14980381031466825,7,7
Landry2013,ser. ant.,0.3206145955065827,7,14
Landry2013,lat. dors.,0.01747111398137753,7,0
Landry2013,lat. dors.,0.13436960124191233,7,1
Landry2013,lat. dors.,0.023529080265292733,7,2
Landry2013,lat. dors.,0.020013376770978634,7,3
Landry2013,lat. dors.,0.014002978395913891,7,4
Landry2013,lat. dors.,0.17398100939290503,7,5
Landry2013,lat. dors.,0.14044407153712302,7,6
Landry2013,lat. dors.,0.017635301485865187,7,7
Landry2013,lat. dors.,0.015313069176226386,7,14
Landry2013,upp. trap.,0.13258800478852178,8,0
Landry2013,upp. trap.,0.048615486503775264,8,1
Landry2013,upp. trap.,0.09140346774046226,8,2
Landry2013,upp. trap.,0.1503508350036335,8,3
Landry2013,upp. trap.,0.16775209862624785,8,4
Landry2013,upp. trap.,0.04813447771101421,8,5
Landry2013,upp. trap.,0.03689613385020903,8,6
Landry2013,upp. trap.,0.03648555272427578,8,7
Landry2013,upp. trap.,0.14188244671318945,8,14
Landry2013,mid. trap.,0.12943659878917946,8,0
Landry2013,mid. trap.,0.16613308923273257,8,1
Landry2013,mid. trap.,0.20621479270728027,8,2
Landry2013,mid. trap.,0.1691714337187889,8,3
Landry2013,mid. trap.,0.16719902723680757,8,4
Landry2013,mid. trap.,0.0707653983836418,8,5
Landry2013,mid. trap.,0.14859995812608917,8,6
Landry2013,mid. trap.,0.10253345893654377,8,7
Landry2013,mid. trap.,0.1637345798969348,8,14
Landry2013,low. trap.,0.13437259749816383,8,0
Landry2013,low. trap.,0.16618174309513728,8,1
Landry2013,low. trap.,0.3292972573723498,8,2
Landry2013,low. trap.,0.25363933660918137,8,3
Landry2013,low. trap.,0.17019015969481438,8,4
Landry2013,low. trap.,0.025291940461883274,8,5
Landry2013,low. trap.,0.08809890462495512,8,6
Landry2013,low. trap.,0.16365621269734612,8,7
Landry2013,low. trap.,0.22831140821373247,8,14
Landry2013,ant. delt.,0.1316236684362867,8,0
Landry2013,ant. delt.,0.04123846140932944,8,1
Landry2013,ant. delt.,0.14254534321638135,8,2
Landry2013,ant. delt.,0.17352862701757965,8,3
Landry2013,ant. delt.,0.11174617683946095,8,4
Landry2013,ant. delt.,0.03351732616323801,8,5
Landry2013,ant. delt.,0.011445028592186081,8,6
Landry2013,ant. delt.,0.12060592464756306,8,7
Landry2013,ant. delt.,0.16474642500172298,8,14
Landry2013,mid. delt.,0.22257727328114219,8,0
Landry2013,mid. delt.,0.14013832752660593,8,1
Landry2013,mid. delt.,0.2310149652036338,8,2
Landry2013,mid. delt.,0.2434809337569105,8,3
Landry2013,mid. delt.,0.25138348902293717,8,4
Landry2013,mid. delt.,0.18007564228916656,8,5
Landry2013,mid. delt.,0.046178292205773436,8,6
Landry2013,mid. delt.,0.05633823320838928,8,7
Landry2013,mid. delt.,0.17481585872435837,8,14
Landry2013,post. delt.,0.30069996620280304,8,0
Landry2013,post. delt.,0.2268163434866849,8,1
Landry2013,post. delt.,0.13091649576427064,8,2
Landry2013,post. delt.,0.07852051440700547,8,3
Landry2013,post. delt.,0.19458889453909234,8,4
Landry2013,post. delt.,0.27424299923148693,8,5
Landry2013,post. delt.,0.19468759641688094,8,6
Landry2013,post. delt.,0.024719613153863805,8,7
Landry2013,post. delt.,0.06373527395287018,8,14
Landry2013,pec. maj.,0.0682110882952284,8,0
Landry2013,pec. maj.,0.010116246924315135,8,1
Landry2013,pec. maj.,0.015363348828310256,8,2
Landry2013,pec. maj.,0.11922228116893435,8,3
Landry2013,pec. maj.,0.040995050556553815,8,4
Landry2013,pec. maj.,0.016587933896422623,8,5
Landry2013,pec. maj.,0.015739164324800083,8,6
Landry2013,pec. maj.,0.06961225668615426,8,7
Landry2013,pec. maj.,0.1077115782489837,8,14
Landry2013,ser. ant.,0.19251632978477162,8,0
Landry2013,ser. ant.,0.03729432391107345,8,1
Landry2013,ser. ant.,0.09653638352757876,8,2
Landry2013,ser. ant.,0.17230908976423753,8,3
Landry2013,ser. ant.,0.20914912151115483,8,4
Landry2013,ser. ant.,0.0717502949098803,8,5
Landry2013,ser. ant.,0.07818589080855423,8,6
Landry2013,ser. ant.,0.1390209948888148,8,7
Landry2013,ser. ant.,0.1795520409245731,8,14
Landry2013,lat. dors.,0.014530024205082124,8,0
Landry2013,lat. dors.,0.04616143628580131,8,1
Landry2013,lat. dors.,0.01661141788975594,8,2
Landry2013,lat. dors.,0.013961414625232083,8,3
Landry2013,lat. dors.,0.014741310378799378,8,4
Landry2013,lat. dors.,0.06287068319034954,8,5
Landry2013,lat. dors.,0.062426677036893016,8,6
Landry2013,lat. dors.,0.012996598383366722,8,7
Landry2013,lat. dors.,0.015423464900094788,8,14
Landry2013,upp. trap.,0.33913893932244793,9,0
Landry2013,upp. trap.,0.31858776935173094,9,1
Landry2013,upp. trap.,0.7123010045295061,9,2
Landry2013,upp. trap.,0.4566433786547348,9,3
Landry2013,upp. trap.,0.5516414015511135,9,4
Landry2013,upp. trap.,0.20025861762558983,9,5
Landry2013,upp. trap.,0.04458601530473262,9,6
Landry2013,upp. trap.,0.21649442731194535,9,7
Landry2013,upp. trap.,0.6060050448780221,9,14
Landry2013,mid. trap.,0.2110912464228032,9,0
Landry2013,mid. trap.,0.255595736058129,9,1
Landry2013,mid. trap.,0.2683149469259669,9,2
Landry2013,mid. trap.,0.1953168529792349,9,3
Landry2013,mid. trap.,0.23506827053475782,9,4
Landry2013,mid. trap.,0.13557363902342795,9,5
Landry2013,mid. trap.,0.14826016664731734,9,6
Landry2013,mid. trap.,0.11910734758306105,9,7
Landry2013,mid. trap.,0.2883950673918465,9,14
Landry2013,low. trap.,0.2286465663165363,9,0
Landry2013,low. trap.,0.23503576383375452,9,1
Landry2013,low. trap.,0.39645177073000193,9,2
Landry2013,low. trap.,0.2897329032458939,9,3
Landry2013,low. trap.,0.2902664232951699,9,4
Landry2013,low. trap.,0.092975207085119,9,5
Landry2013,low. trap.,0.056037662463677994,9,6
Landry2013,low. trap.,0.16658890227530013,9,7
Landry2013,low. trap.,0.3014068592279738,9,14
Landry2013,ant. delt.,0.2918422253398322,9,0
Landry2013,ant. delt.,0.0379115439474963,9,1
Landry2013,ant. delt.,0.2058044988829029,9,2
Landry2013,ant. delt.,0.30557570705733944,9,3
Landry2013,ant. delt.,0.2586239545196821,9,4
Landry2013,ant. delt.,0.026556888166941975,9,5
Landry2013,ant. delt.,0.02189607095988065,9,6
Landry2013,ant. delt.,0.25504614279473337,9,7
Landry2013,ant. delt.,0.401282208993648,9,14
Landry2013,mid. delt.,0.11700082946768006,9,0
Landry2013,mid. delt.,0.1589542950881267,9,1
Landry2013,mid. delt.,0.23189578652854184,9,2
Landry2013,mid. delt.,0.2820846682742716,9,3
Landry2013,mid. delt.,0.2671846020039797,9,4
Landry2013,mid. delt.,0.14641698543283405,9,5
