dataset,participant,muscle,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Landry20151,6,ant. delt.,0.2335769046455889,,0.12558160936486917,0.21427931799477135,0.23803520863845645,0.09966815801087998,,,0.08342817738544134,0.06035483304824939,0.013636341829442265,,,,0.22364750486301987,
Landry20151,6,infra.,0.03268001865652975,,0.018310129493087364,0.045999849514185245,0.034444908553051004,0.01728848655028605,,,0.023058221816819754,0.05090561646328745,0.020480589361110267,,,,0.03127027823491496,
Landry20151,6,low. trap.,0.019078132482983536,,0.043802434717186714,0.025825228465061932,0.008624752418834897,0.021725138108395964,,,0.01249825766487693,0.019124403971171874,0.024173064089784826,,,,0.013221652287779457,
Landry20151,6,mid. delt.,0.14105216375198074,,0.13739499754590756,0.0983258650562624,0.12408858395376943,0.12047683094643606,,,0.10799277866343739,0.0900268633799837,0.01962545642867224,,,,0.09094470951670976,
Landry20151,6,post. delt.,0.07598692169719007,,0.18521823137535023,0.051770475156005406,0.10054005251669312,0.20135929882694123,,,0.1089818060926725,0.10479494337096161,0.06000422957620356,,,,0.049722252641710325,
Landry20151,6,ser. ant.,0.07903766979696644,,0.05187137273015891,0.0706013129200026,0.05821972756973087,0.016532972324179822,,,0.06840771733528103,0.04339204816321365,0.017014879151615217,,,,0.05487335787842114,
Landry20151,6,subscap.,0.16986113433272892,,0.002394322706302704,0.14407420629283588,0.17375270134332937,0.2257249081861273,,,0.0706041778850166,0.002348294366742174,0.060149206894582495,,,,0.31138935972098297,
Landry20151,6,supra.,0.1340579972969611,,0.14632823865692873,0.11534852456312195,0.16635846407037025,0.16804065533236934,,,0.1833497901659236,0.07499126778736848,0.026865077879808432,,,,0.031049564237540486,
Landry20151,6,upp. trap.,0.1845597850928776,,0.08922739890287464,0.14613669148514363,0.18349261975222553,0.09268177539600903,,,0.12805221350908286,0.07201451481165148,0.02740661328416933,,,,0.06972133464378873,
Landry20151,7,ant. delt.,0.1534458485466936,,0.032230119890897024,0.1736873677720489,0.13246112025942866,0.028049105186968924,,,0.09947712573610075,0.02372436348850051,0.0879681469542738,,,,0.22741952911108654,
Landry20151,7,infra.,0.122349018843733,,0.17914753470372613,0.07533300796431502,0.10992139003672612,0.0428338336438787,,,0.03970124748343043,0.05739542051603892,0.01444060251134488,,,,0.09900805654291134,
Landry20151,7,low. trap.,0.06341241954868834,,0.13739149783302795,0.06918467196557225,0.07538552312703005,0.0553854231608682,,,0.08106149715700668,0.09756833859286362,0.01682296404308703,,,,0.08179892866759714,
Landry20151,7,mid. delt.,0.17701816201177445,,0.19038973926289987,0.1747669429094162,0.22310485666574198,0.1706253190234622,,,0.1765386479592979,0.06643186156774356,0.1669794512276287,,,,0.0999195167370723,
Landry20151,7,post. delt.,0.17383493813460016,,0.39102044606201825,0.22826055786404736,0.26206168646225003,0.35195513567392955,,,0.31635341778099935,0.11224201495418978,0.18643018011636375,,,,0.1266275139507963,
Landry20151,7,ser. ant.,0.10399437181029911,,0.049793212664573254,0.13105451334923618,0.12541342847560533,0.03017666764650002,,,0.05998948368389159,0.04380657866254678,0.031139988426395062,,,,0.18193418334495526,
Landry20151,7,subscap.,0.001976917444622561,,0.11187755733010774,0.038326024791007565,0.0020092530421398367,0.00196079020638978,,,0.15791947674131096,0.15851175939152007,0.02989482106920137,,,,0.045333465827332706,
Landry20151,7,supra.,0.04577555363339273,,0.12567145841038782,0.09602867575040852,0.07534203472719883,0.07176883593281957,,,0.10218783173505241,0.05637172113225128,0.028397267081056207,,,,0.05366708701569449,
Landry20151,7,upp. trap.,0.4011354527599172,,0.22875077052412435,0.19167601860674469,0.19227339196317977,0.3415643311328841,,,0.1416416511317522,0.028791207958921174,0.07113338300716235,,,,0.15687561993104152,
Landry20151,8,ant. delt.,0.3020742437847853,,0.14279039140765382,0.3367197675645874,0.2468941943194129,0.033832871626512134,,,0.18126187792626447,0.0713306661909082,0.019649303892245416,,,,0.1738774659864355,
Landry20151,8,infra.,0.0349589206902305,,0.033246567755378584,0.04973101594754248,0.023563240729251866,0.009110229473781081,,,0.02055485637705667,0.03828463082757944,0.006421847708712881,,,,0.0386466216721391,
Landry20151,8,low. trap.,0.10209406132502571,,0.2026645526555049,0.14569946216558466,0.07449287232443601,0.10512067639013123,,,0.06393587466988326,0.10370487509901086,0.01872431942618965,,,,0.012994803627031853,
Landry20151,8,mid. delt.,0.5040009864371064,,0.08524629354645641,0.25277380373716973,0.4735315998341849,0.27545407953261924,,,0.27803023434480456,0.08709100543402068,0.018554353272728252,,,,0.29586775894749645,
Landry20151,8,post. delt.,0.18182386626390884,,0.032387267743195704,0.09681866349747598,0.1753326429576822,0.190504323262649,,,0.11734568046186378,0.07235060664138333,0.06502176797638226,,,,0.09080903005299465,
Landry20151,8,ser. ant.,0.3841526399861489,,0.20613943101659485,0.34170954652811847,0.25466614887322914,0.008166022948606608,,,0.2687973483940712,0.11314765400855396,0.011197864388261522,,,,0.2383820835995626,
Landry20151,8,subscap.,0.0407915933319912,,0.07395787066258341,0.03654318379975167,0.02030879750811685,0.08719016735319471,,,0.014524949147857154,0.04905553459354557,0.13329473442846196,,,,0.010727818776050863,
Landry20151,8,supra.,0.14497449233069887,,0.13513948840681583,0.1473621717574079,0.14280962313715448,0.14025648161111334,,,0.1337398064335168,0.07528005690161724,0.04889048331786608,,,,0.03738485390514996,
Landry20151,8,upp. trap.,0.4581869964792176,,0.09779879113550329,0.24296021956751615,0.2914840952604259,0.15173087370485058,,,0.2845790429561713,0.031019921107340784,0.03506744357111277,,,,0.018346417741101323,
Landry20151,9,ant. delt.,0.10625343872886509,,0.05871852800439842,0.13663910110022334,0.11196797830602834,0.03515775950859289,,,0.0385269952988411,0.02776318449022485,0.00876262439085523,,,,0.1570386605916663,
Landry20151,9,infra.,0.024391468359377024,,0.03195291188883997,0.04039199691879467,0.030176237731809614,0.0050244662972695475,,,0.015437043128610623,0.04335841822865372,0.0026469322488072303,,,,0.04349968458311618,
Landry20151,9,low. trap.,0.029439416121636544,,0.1880790491314509,0.040257084542664134,0.042926905185967694,0.028286869410148786,,,0.019334568484328605,0.03866426825901366,0.007663021073417072,,,,0.009086581880582839,
Landry20151,9,mid. delt.,0.07956814986919147,,0.05640877650241126,0.04976011007865638,0.05608375908962704,0.07523396592310347,,,0.041988435287377446,0.03965913799557473,0.007539654363731212,,,,0.06689070359977892,
Landry20151,9,post. delt.,0.05981846621005067,,0.14634074157102833,0.034630025762558754,0.06657868450157321,0.21791542715323337,,,0.06943399799845335,0.05379658055190713,0.02241834239630181,,,,0.09620683022872797,
Landry20151,9,ser. ant.,0.0671811031997705,,0.013297655524030321,0.04927287613948436,0.030879572475359947,0.008840409321806564,,,0.03146430279722398,0.017681190242042528,0.008042485732455655,,,,0.053665954706756155,
Landry20151,9,subscap.,0.012305400191868935,,0.024430244015272475,0.006319980702286116,0.022119153266323868,0.020631020317756175,,,0.005727368806544344,0.007821047418127666,0.06590779868877641,,,,0.009047081794794909,
Landry20151,9,supra.,0.17934762562891268,,0.39110667900125246,0.07561296337513532,0.14142315484514884,0.15313936185434757,,,0.1400116944129633,0.10921327537544799,0.0038550578731224206,,,,0.04564941319041298,
Landry20151,9,upp. trap.,0.10278211718143428,,0.053676904946960355,0.07088928986624607,0.11678297951509548,0.045946114591840864,,,0.061613225432875035,0.021245536894478646,0.015409691264982133,,,,0.05529842012902998,
Landry20151,10,ant. delt.,0.29394982017008625,,0.3173341591520461,0.35800557541893574,0.42263095751735913,0.04016264669042427,,,0.15998964996458714,0.10350522464087875,0.008618071826236223,,,,0.2989198940980268,
Landry20151,10,infra.,0.0510472516949413,,0.04207099608641121,0.05649586652212632,0.04721167684119838,0.018388975926998223,,,0.0301033269649252,0.054439610379686726,0.003324698872420652,,,,0.054380262343978004,
Landry20151,10,low. trap.,0.19859801023974583,,0.3688291976584823,0.19678365828486077,0.16548753830235466,0.1382443450233642,,,0.15562862982319592,0.15315952740327482,0.014606750597205015,,,,0.15727861990298025,
Landry20151,10,mid. delt.,0.3168531238930873,,0.23341645274805506,0.2933328941811279,0.3301510675880772,0.43597946308041546,,,0.21753395041873164,0.17937515830571718,0.02067383500351811,,,,0.21753446712729618,
Landry20151,10,post. delt.,0.1392167963103828,,0.07463765977448716,0.12922231389840555,0.12149283651077156,0.36286066013737583,,,0.07398124177894988,0.1910017986599975,0.1680309351403066,,,,0.06614455952490253,
Landry20151,10,ser. ant.,0.36019565214536137,,0.2834776459223844,0.35536434229910124,0.3977709941880546,0.03239375605926986,,,0.3418901975636456,0.26412870931542337,0.048721042712479,,,,0.3924267168236901,
Landry20151,10,subscap.,0.043021225825849996,,0.049133632513824924,0.03469831559257357,0.03236002360376663,0.04228653259996901,,,0.02067057432674708,0.03685412699830541,0.06874391606785824,,,,0.0240437396261763,
Landry20151,10,supra.,0.1882785523528997,,0.18960701026503252,0.13350571512636972,0.1757544263335858,0.2014020608473695,,,0.12450837975357514,0.14454558348901236,0.018340038666933976,,,,0.09395303778952452,
Landry20151,10,upp. trap.,0.33058304944016026,,0.2700783753164062,0.28537824223473646,0.2858270950450835,0.27285880144569163,,,0.0931354182701719,0.13913802287027793,0.051246827553734595,,,,0.12093949408166917,
Landry20151,11,ant. delt.,0.13078953430514045,,0.1380854966127531,0.2188893707779211,0.16650256675859038,0.061364013001092246,,,0.0419513145658214,0.021925740560873062,0.008306242118368827,,,,0.12605230816193647,
Landry20151,11,infra.,0.01847260342424217,,0.04468792800452623,0.027295708848773553,0.028960905923997103,0.0060712112008041285,,,0.008409457907527534,0.03706864731596263,0.004589312320005425,,,,0.041068534961914024,
Landry20151,11,low. trap.,0.09669729853444961,,0.21545161356744724,0.14326887005918268,0.0981664890761933,0.11062996386615134,,,0.04940099394702354,0.09228555419291867,0.019277650964991053,,,,0.11125715734867501,
Landry20151,11,mid. delt.,0.15338195989981823,,0.11549088588133427,0.1401354601931593,0.15054732021466916,0.16023643982947372,,,0.07993809004445898,0.06058653874893188,0.008105423220380594,,,,0.09849597136518842,
Landry20151,11,post. delt.,0.10792396966361793,,0.08539176174409503,0.08056799947416007,0.1071642316576889,0.21043226283814775,,,0.10650636394687646,0.10528248440647558,0.06438813847897318,,,,0.06262936862772031,
Landry20151,11,ser. ant.,0.021914162837697513,,0.08303702772466492,0.0357755803128294,0.03045366421372777,0.011329797533212255,,,0.013782121734429588,0.020474836625048023,0.018582228630616822,,,,0.056889717397685,
Landry20151,11,subscap.,0.029672747104994956,,0.022674500190659676,0.031259929028691284,0.0402157003960176,0.06275141136543955,,,0.01347200925613876,0.043034204179143096,0.05138383541964402,,,,0.013067715194383472,
Landry20151,11,supra.,0.18155472467604045,,0.15400093746020305,0.1210091628531067,0.1924625824392849,0.21101121888644736,,,0.11996470648930652,0.09912834807075155,0.10294679866207603,,,,0.09425710698063586,
Landry20151,11,upp. trap.,0.15861850494520693,,0.18745975401839765,0.14162855012571154,0.17425018215444732,0.15217582472381957,,,0.12017715666545598,0.05963775349640103,0.04038845542565911,,,,0.04887569040969225,
Landry20151,12,ant. delt.,0.4043294769006296,,0.062965297952979,0.6328503596237572,0.42076494898377326,0.037784156240470865,,,0.2730107984221959,0.06409488629396318,0.022613914272723253,,,,0.4238647711596917,
Landry20151,12,infra.,0.022151090290045757,,0.07946186754544388,0.059467362082898316,0.05210646924815206,0.0189662778947316,,,0.02899653936173499,0.07046982646946134,0.009257922478933995,,,,0.04167862232555916,
Landry20151,12,low. trap.,0.08066578750596652,,0.14915828260539274,0.08476291345349185,0.07273228561534609,0.08841781711341698,,,0.0936952951073268,0.08323474435234306,0.053510315520708174,,,,0.12162066044579904,
Landry20151,12,mid. delt.,0.2719449857535805,,0.2370132783626424,0.2625491795848235,0.28752079899389105,0.20062209401955716,,,0.28187203332117816,0.10807911799196299,0.09211411256681148,,,,0.1991198348320958,
Landry20151,12,post. delt.,0.2595637550320503,,0.33747806361237276,0.18218975255397896,0.2309866206041687,0.2711375015200933,,,0.26319234683964754,0.15051550665773028,0.15017110438666778,,,,0.1817279745122039,
Landry20151,12,ser. ant.,0.6594665055124842,,0.13940118826784254,0.5357346031235242,0.5033372086939385,0.029106999078892658,,,0.4751035447929486,0.06857242859472557,0.027023744513650423,,,,0.390945136953719,
Landry20151,12,subscap.,1.4956353619776963,,0.10204758168789355,0.4090596108925375,0.06713862754403933,0.46996846842798756,,,0.01794862124992134,0.022268693961561073,0.35201696105733593,,,,0.12808577528970017,
Landry20151,12,supra.,0.10262849135078307,,0.1613239256237406,0.12805653307855558,0.13935165185387857,0.09704283229458241,,,0.11307154187780938,0.07235029865301779,0.08051052573048348,,,,0.10769440576454634,
Landry20151,12,upp. trap.,0.569903867300658,,0.3014175506830209,0.45710431637349724,0.50897007046243,0.1819152526779343,,,0.3412299737192974,0.08689740996823372,0.14000253725471806,,,,0.2524959794892554,
Landry20151,13,ant. delt.,0.4664467002188215,,0.2764366528098071,0.4373086673025343,0.49743642805992316,0.15169830120595407,,,0.22877648219047247,0.11058139443689383,0.01624646930044655,,,,0.4382958739681159,
Landry20151,13,infra.,0.06172384109571322,,0.04369077306126804,0.09548101575346651,0.06605803727170449,0.037233433332991686,,,0.05388787242374081,0.10164270287712523,0.04071562688235967,,,,0.07068267931453542,
Landry20151,13,low. trap.,0.08961638606358348,,0.19700108157076673,0.09790984627887493,0.12166137265027968,0.08011686619524028,,,0.053866088275092386,0.07882834971868957,0.040502377363898404,,,,0.1683382053713226,
Landry20151,13,mid. delt.,0.34848554395514547,,0.26735357461093834,0.24388166992853355,0.2973273533918538,0.2317502452586504,,,0.2087901475612114,0.17243369636983744,0.013384055108806173,,,,0.1530623700124627,
Landry20151,13,post. delt.,0.08394929254759054,,0.21561955327430082,0.06730186278932111,0.16313947933535672,0.5694702412884276,,,0.36467392586898106,0.27425978831256753,0.12474775646045456,,,,0.0309686131209534,
Landry20151,13,ser. ant.,0.44363526104653483,,0.4268070963305849,0.22966343560805602,0.29669660006638154,0.023163878387102176,,,0.3911299275850736,0.12605540733922277,0.044359140977366554,,,,0.4086288134098146,
Landry20151,13,subscap.,0.0008880025132702717,,0.0010022951161574728,0.000863282110312603,0.0008714968220608333,0.0008920820290142584,,,0.025069335369655915,0.031107968051795536,0.0558757073555962,,,,0.03499366681381052,
Landry20151,13,supra.,0.06368751075939405,,0.032881079660666224,0.07584951629624086,0.08470298060953639,0.09330529999838541,,,0.04621316419615974,0.03847768896170604,0.004285474957436041,,,,0.011855526241318508,
Landry20151,13,upp. trap.,0.2753156894802533,,0.08201764666777686,0.2750028183871126,0.2831620940127906,0.18957827892123566,,,0.2751643953236975,0.09807181774006155,0.02202332194990047,,,,0.032135067914248985,
Landry20152,0,ant. delt.,0.12395943711199281,,0.07825423232020834,0.17429594701806117,0.1247741442892478,0.09834526219337147,,,,,,,,,0.20278466380087215,
Landry20152,0,low. trap.,0.01565614777864778,,0.0978455254861109,0.01782493619193024,0.014424709054280442,0.022701378766274212,,,,,,,,,0.022843058850687863,
Landry20152,0,mid. delt.,0.10071828586126357,,0.1252438135293286,0.08995951438250413,0.12736712394667693,0.13418410641941664,,,,,,,,,0.12044157491458501,
Landry20152,0,post. delt.,0.13843644487641832,,0.2037182047766501,0.07513734484828544,0.14433236057552198,0.32654841871205864,,,,,,,,,0.11145286887309894,
Landry20152,0,ser. ant.,0.1042587288656469,,0.07200609750659619,0.09100344280255751,0.10453831073108394,0.01600275669760436,,,,,,,,,0.0851542098856652,
Landry20152,0,upp. trap.,0.43658695743336196,,0.32841476854226026,0.37036572539313584,0.3819220607013738,0.13833011712637372,,,,,,,,,0.4140618172633034,
Landry20152,1,ant. delt.,0.20396507393923907,,0.16838429333606986,0.17122483484879586,0.1995759913171249,0.09961077072925369,,,,,,,,,0.2951976375333394,
Landry20152,1,low. trap.,0.07382576352125225,,0.18923719423937413,0.09111623471313345,0.07458143329263363,0.061178393843293544,,,,,,,,,0.051647106790954946,
Landry20152,1,mid. delt.,0.22157192993474722,,0.04968644746499205,0.20893377114588263,0.2550785859046681,0.16877921243145438,,,,,,,,,0.16869053734243394,
Landry20152,1,post. delt.,0.13319249743435146,,0.020743174185746414,0.09441394785925583,0.16394523952488485,0.1726475978091895,,,,,,,,,0.13090435139382006,
Landry20152,1,ser. ant.,0.09686517088999326,,0.06136543611029477,0.11057699525855605,0.1341832845959265,0.04593605194507801,,,,,,,,,0.1337233469323746,
Landry20152,1,upp. trap.,0.18342409524745956,,0.0630321108640505,0.1469323791708865,0.2183261373317154,0.17912921947194604,,,,,,,,,0.17052388350335257,
Landry20152,2,ant. delt.,0.13278185361483363,,0.19156954858902064,0.1921240137461277,0.2077706709109781,0.042150685069817756,,,,,,,,,0.24606893331754168,
Landry20152,2,low. trap.,0.031808901753176244,,0.3679571467642657,0.24557613078342383,0.3137312980475566,0.16553786385852254,,,,,,,,,0.15103488980917745,
Landry20152,2,mid. delt.,0.08740604895509002,,0.22991248277456997,0.16977379513145735,0.20637544700940164,0.1457649767740511,,,,,,,,,0.20320666234472773,
Landry20152,2,post. delt.,0.09101496491543937,,0.20469316667104276,0.09689844884807486,0.15384836261590928,0.24256489507905732,,,,,,,,,0.10479788069759302,
Landry20152,2,ser. ant.,0.07988651932457873,,0.11929852480299549,0.10718977976009277,0.11662165775551736,0.053902506310688325,,,,,,,,,0.1333519830257639,
Landry20152,2,upp. trap.,0.18116634802865983,,0.4979305191532527,0.37748854916633423,0.4411557855959461,0.1076300336017618,,,,,,,,,0.09141842148224578,
Landry20152,3,ant. delt.,0.35007763721617724,,0.10512867541017186,0.39594913961833794,0.34779787018742847,0.07235481662507487,,,,,,,,,0.32319443802524556,
Landry20152,3,low. trap.,0.2985942768207853,,0.5434485032695751,0.12635001118046962,0.19984616811366265,0.19434167390600937,,,,,,,,,0.2605916799207415,
Landry20152,3,mid. delt.,0.1825809107252533,,0.0967677553716868,0.12961257053525263,0.17519683256610874,0.1569576500186578,,,,,,,,,0.11812285075220604,
Landry20152,3,post. delt.,0.1876272789261155,,0.11906676581303331,0.12855102386777242,0.1608217597213826,0.22877109804759826,,,,,,,,,0.19076328785524338,
Landry20152,3,ser. ant.,0.25865061121338995,,0.0188289960451177,0.283198263934591,0.23584876188188159,0.01662718839265901,,,,,,,,,0.2529065763466406,
Landry20152,3,upp. trap.,0.4625825800439251,,0.14196384597107597,0.38281176400012473,0.3650396411125591,0.25403134923797255,,,,,,,,,0.3127844725687776,
Landry20152,4,ant. delt.,0.22130474390802785,,0.12622895329523576,0.174490968599895,0.18255027792397266,0.07938533532309172,,,,,,,,,0.21437329350772133,
Landry20152,4,low. trap.,0.10605141593376086,,0.21451116726763547,0.1131592601786556,0.13091007418487594,0.08588570662887823,,,,,,,,,0.09680129536568988,
Landry20152,4,mid. delt.,0.18216834962008807,,0.15770338837479841,0.20655899055605753,0.20414677952493732,0.09971829179319049,,,,,,,,,0.20630691749563676,
Landry20152,4,post. delt.,0.07690599681534643,,0.15126545558815002,0.09554299020853205,0.09924174560993518,0.20075724036498077,,,,,,,,,0.09298220250331982,
Landry20152,4,ser. ant.,0.13513249655889675,,0.14144685626763587,0.09379536150000456,0.0804615468889354,0.018432907559312952,,,,,,,,,0.11567743313043513,
Landry20152,4,upp. trap.,0.33750089782534465,,0.3270517464060701,0.2994371738657212,0.2658665756326061,0.07958148259511728,,,,,,,,,0.28882176654640584,
Landry20152,5,ant. delt.,0.30602239368236006,,0.32204115071978245,0.38743389036889664,0.2189914822648133,0.026447792574164117,,,,,,,,,0.296114204106704,
Landry20152,5,low. trap.,0.09724018857042982,,0.5120220912370812,0.4559230844962784,0.34012820453267123,0.30826266058105956,,,,,,,,,0.10008603113266366,
Landry20152,5,mid. delt.,0.1303776764769357,,0.31271582892008143,0.09499298701803377,0.3670622629463258,0.09354607135122464,,,,,,,,,0.11250065800943648,
Landry20152,5,post. delt.,0.08990764799344023,,0.11258307239503142,0.05947846755245449,0.12248738260188999,0.2784264972087498,,,,,,,,,0.10884861206965206,
Landry20152,5,ser. ant.,0.2696311764109783,,0.33417512431863194,0.32562583492387753,0.37957903229577517,0.07344144607578923,,,,,,,,,0.24008106824733316,
Landry20152,5,upp. trap.,0.3885818287034738,,0.43639414676942656,0.33481619075716373,0.3508940702062409,0.25368313617061966,,,,,,,,,0.05017744976702828,
Landry20152,6,ant. delt.,0.5483456316500273,,0.21975479507929552,0.7311556398250911,0.5672574994972324,0.07656201877896208,,,,,,,,,0.6791686380901467,
Landry20152,6,low. trap.,0.19322784230375953,,0.27682084861202527,0.24747283283919402,0.21876133450724355,0.105084794385704,,,,,,,,,0.3813205265273298,
Landry20152,6,mid. delt.,0.3261721539675027,,0.28764646161274376,0.2927843425887035,0.35317245677538417,0.34845816037881017,,,,,,,,,0.19934056850194137,
Landry20152,6,post. delt.,0.1257907672786621,,0.16874236681518578,0.15020242033705822,0.20078997133611654,0.2805182783437094,,,,,,,,,0.23182956972418944,
Landry20152,6,ser. ant.,0.38793006313145956,,0.40745259576453,0.34509752043645886,0.33994607686676437,0.03811350119014244,,,,,,,,,0.43100573358955296,
Landry20152,6,upp. trap.,0.3005437849684873,,0.3956479136980733,0.3956065088075228,0.4527848726300711,0.29664316079048914,,,,,,,,,0.27000069866008936,
Landry20152,7,ant. delt.,0.11398813606612271,,0.35513662260575785,0.4335528894532655,0.3283007222216576,0.010533074731285,,,,,,,,,0.16323919019095023,
Landry20152,7,low. trap.,0.12702745895417722,,0.27083042396097257,0.1366318076542833,0.16941845175058054,0.13463133745021527,,,,,,,,,0.02334532110431175,
Landry20152,7,mid. delt.,0.28779819529269585,,0.14028674332487706,0.15310572941811035,0.23620935776862148,0.08552532183106343,,,,,,,,,0.05794834130407431,
Landry20152,7,post. delt.,0.15214899619033656,,0.17810404630609625,0.19307365246113056,0.1654824806596547,0.3747782731892675,,,,,,,,,0.12660595463153038,
Landry20152,7,ser. ant.,0.24190880194426853,,0.1756990845782619,0.21293838496104403,0.20085175448821835,0.015346147564883773,,,,,,,,,0.13621542954223326,
Landry20152,7,upp. trap.,0.3828283758492108,,0.3192152635360077,0.25608273223598554,0.4869680323840556,0.11885032371347058,,,,,,,,,0.013869155388952666,
Landry20152,8,ant. delt.,0.20379427327703403,,0.05463373731138313,0.20420710953264398,0.26052825656148176,0.056763201726277565,,,,,,,,,0.15199051380502693,
Landry20152,8,low. trap.,0.19524195931623345,,0.17432045930053125,0.17024736797884865,0.24070594945832463,0.19168650053644296,,,,,,,,,0.1547294939208545,
Landry20152,8,mid. delt.,0.13584025979238395,,0.02914128522743393,0.09889230542829659,0.14127250404129224,0.1320611644012823,,,,,,,,,0.0645099378780778,
Landry20152,8,post. delt.,0.21250888503326373,,0.18335156306618175,0.2186267028645991,0.19108889570098242,0.3196510835829992,,,,,,,,,0.22572294269656354,
Landry20152,8,ser. ant.,0.13122694178478772,,0.03808930096808681,0.16174659820437434,0.12175700682676079,0.027857397527273554,,,,,,,,,0.261095460154876,
Landry20152,8,upp. trap.,0.20290435889220354,,0.27217549238030436,0.22915229080011734,0.22864558549838448,0.19405816484223504,,,,,,,,,0.3251034171012051,
Landry20152,9,ant. delt.,0.5805416808403534,,0.7081710864081612,0.7426159213473232,0.8385735803045962,0.05228361704677342,,,,,,,,,0.5323673865124101,
Landry20152,9,low. trap.,0.15205868011308493,,0.4195337700062169,0.2622275082851213,0.32017171108152365,0.2375410243784865,,,,,,,,,0.26853743734283864,
Landry20152,9,mid. delt.,0.4675350156862135,,0.5215545752340547,0.4567605020323974,0.5412484742429038,0.23560559835470354,,,,,,,,,0.3575902529572377,
Landry20152,9,post. delt.,0.2942011291297263,,0.3196570559263616,0.1657110858324033,0.14885658802599516,0.6367432682895309,,,,,,,,,0.25628483304036365,
Landry20152,9,ser. ant.,0.5806935065479141,,0.823768611402302,0.484719770866087,0.539237376562011,0.020592316580947505,,,,,,,,,0.6175754959204462,
Landry20152,9,upp. trap.,0.7961659961056375,,0.6910577671994729,0.5623665480380001,0.5715789291610913,0.1892057397146062,,,,,,,,,0.4171745748610171,
Landry20152,10,ant. delt.,0.11138806496982151,,0.07391891506408882,0.12128399126995185,0.12635952554320773,0.05764638385721482,,,,,,,,,0.10173090918926027,
Landry20152,10,low. trap.,0.05015672658542812,,0.12639700349935953,0.06669028635326926,0.05830787215402705,0.05123915142423863,,,,,,,,,0.029396902334258214,
Landry20152,10,mid. delt.,0.08497650708422771,,0.054569812721365324,0.05641740041205426,0.08753130653428966,0.06421012947269855,,,,,,,,,0.05609396571001414,
Landry20152,10,post. delt.,0.06679594809246286,,0.1566158518691985,0.06759346219450904,0.09380736046203092,0.16526236556818066,,,,,,,,,0.06262033298450205,
Landry20152,10,ser. ant.,0.024574472984627553,,0.009073830601519083,0.03635903044508227,0.02804637775377529,0.008360304301099197,,,,,,,,,0.029372020013441337,
Landry20152,10,upp. trap.,0.13640746814301297,,0.12490258115946129,0.13322782150769114,0.13999318554252152,0.09548505802244237,,,,,,,,,0.027092745155734642,
Landry2016,0,ant. delt.,,,0.10434301746659524,0.2774742596238083,0.30826862595980087,0.0124045860938415,,,0.1225199396586993,0.012357376749596199,0.009388729178991594,,,,,0.24867997417921855
Landry2016,0,infra.,,,0.0289775560573765,0.018020198207153497,0.01601658258494167,0.0029336748723986063,,,0.011210276864796375,0.4247818866677996,0.002792986105545245,,,,,0.03387929610129048
Landry2016,0,low. trap.,,,0.2208635532952009,0.33000295619673725,0.3372228409595316,0.12125207791910472,,,0.22433789362858536,0.2195280510204822,0.06129110967239744,,,,,0.09238177593325864
Landry2016,0,mid. delt.,,,0.16542723067045334,0.11723947486607589,0.12796695918957776,0.06329920096731538,,,0.07372809540365124,0.06491099963061953,0.01167001368162806,,,,,0.09699011328001403
Landry2016,0,post. delt.,,,0.19590830370314505,0.14979624558785237,0.15687264659029787,0.21781216171350393,,,0.12142315335025192,0.22974448035774786,0.060039666632628455,,,,,0.061214504103405176
Landry2016,0,ser. ant.,,,0.09678244496672536,0.14419831633636326,0.14265702192787763,0.03549369191159504,,,0.019364340298538486,0.054570113985738675,0.02442816205584971,,,,,0.19816686518921087
Landry2016,0,subscap.,,,0.026480339961607022,0.029478586907259092,0.03733077938865379,0.021603426833304212,,,0.05375132132811969,0.019747862744955345,0.017981617278493976,,,,,0.022619758113915776
Landry2016,0,supra.,,,0.2241240308781246,0.2706001002925523,0.34297316798685806,0.19801608616024302,,,0.13023790783477474,0.06551602096273228,0.027422560936140504,,,,,0.1477320837794674
Landry2016,0,upp. trap.,,,0.162145795364795,0.14791187311769494,0.17109843237129096,0.05001971139704654,,,0.18953955304721085,0.0189112373287372,0.018056186131036087,,,,,0.04597342210121369
Landry2016,1,ant. delt.,0.00031431568139237255,,4.072372240711e-05,0.0002174612122348896,0.00026239217342027675,1.6949205958039065e-05,,1.64538487900949e-05,0.0001752692775533511,1.6960495084795063e-05,6.395192576125974e-06,,,0.0001426000056235619,,0.0001355493733794301
Landry2016,1,infra.,5.1179477782051396e-05,,6.798156003718307e-06,6.415774047502516e-05,3.069314568747451e-05,4.144439272865842e-06,,4.7375562036982065e-06,6.588688894870924e-05,7.816569682705107e-05,4.1067820631038836e-06,,,3.3837980652943366e-05,,7.180455464213104e-05
Landry2016,1,lat. dors.,1.784225258988824e-05,,7.505614104216468e-05,2.2820941681104044e-05,1.3897343036827415e-05,0.0001302940191890379,,0.0001397584999065062,1.0553268976947995e-05,8.449610267524375e-05,0.00011527762784074462,,,1.1947566378920292e-05,,2.462883681729654e-05
Landry2016,1,low. trap.,0.0001935121450026649,,0.00018224983661769564,0.00017535203853761048,0.00014495934010496335,7.230987519707277e-05,,4.907672918253999e-05,0.00016933454531659978,0.00018200701476251438,9.848549164604717e-06,,,0.00010832979500189369,,0.00013717738154190237
