dataset,participant,muscle,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Landry2012,11,pec. maj.,0.011663586428311286,0.010737092814388546,0.011906294818639727,0.021709569907260123,0.012671600002335894,0.025115864564969788,0.21099197341351483,0.3170348440450337,,,,,,,,
Landry2012,11,post. delt.,0.18855714884304273,0.3501340618323703,0.12050339811765408,0.07595488176101522,0.2219290566361944,1.1713491083146261,0.33694776385809,0.01747542424708598,,,,,,,,
Landry2012,11,upp. trap.,0.4524136767426876,0.4498600017054998,0.5191307920729602,0.46329449657831334,0.35805194976066473,0.10985755626789398,0.1532292972308723,0.028341293741234504,,,,,,,,
Landry2012,12,ant. delt.,0.3107828357076739,0.19458136321858083,0.324249144651512,0.2940500471636093,0.20443532860051583,0.056965214339072215,0.09142561955463116,0.22869488015278233,,,,,,,,
Landry2012,12,lat. dors.,0.03979450547108056,0.05775426269509125,0.08627913169173865,0.0789384370555253,0.0456280869375945,0.387271395892978,0.2897377530259865,0.031060552261011315,,,,,,,,
Landry2012,12,low. trap.,0.13544739002458217,0.2654467163029152,0.20130965445187432,0.1522668863214822,0.16702091673324515,0.06782522226367196,0.06801392092495857,0.0832470497837482,,,,,,,,
Landry2012,12,mid. delt.,0.4790944924104372,0.4215368433915503,0.32776477853756913,0.45783405583936476,0.5456309511153818,0.3149800352121109,0.13801544906567437,0.07623953441313784,,,,,,,,
Landry2012,12,mid. trap.,0.32333125426719656,0.4494187465661567,0.3363686249198865,0.3457328589298705,0.3596008801316404,0.04892117805239547,0.07192586509400219,0.14424695342750854,,,,,,,,
Landry2012,12,pec. maj.,0.07125319677866124,0.033827389764341256,0.055227632765820885,0.07612429383006149,0.03228610614918103,0.027518758322212157,0.06415720691394936,0.13501475380402184,,,,,,,,
Landry2012,12,post. delt.,0.06232557814471734,0.13578490986021505,0.06254782058159983,0.0679452675009942,0.0876641964390561,0.4552817841379176,0.27330417422744285,0.03614976942396073,,,,,,,,
Landry2012,12,upp. trap.,0.23285833645540832,0.22264336311198113,0.22380078501681872,0.20167253523754197,0.13313731055884903,0.044965427455793225,0.04065028900716949,0.06901434789538329,,,,,,,,
Landry2012,13,ant. delt.,0.029691985163659902,0.037001437280221997,0.05182060691727573,0.031053425359996986,0.022419248577931844,0.02331179787898021,0.0560702492861993,0.029811110621800974,,,,,,,,
Landry2012,13,lat. dors.,0.009133016520585388,0.023804575312915213,0.030595688134042454,0.01363302601019534,0.008826715965363323,0.0447742479783158,0.035226064806627516,0.009432251952878324,,,,,,,,
Landry2012,13,low. trap.,0.05770676030748648,0.08060698492702231,0.09709088291066018,0.07039490216035518,0.046600174006960295,0.038948191811179436,0.03846945161636708,0.04346788270710379,,,,,,,,
Landry2012,13,mid. delt.,0.09441782431288187,0.07824677732918142,0.1051011618488874,0.08008741026511139,0.09360016063929036,0.03972112006317887,0.013028185389482031,0.009004113074673335,,,,,,,,
Landry2012,13,mid. trap.,0.05516382328157381,0.09505892430266193,0.11829578367105728,0.13321292413612135,0.06029916913187945,0.06486676365011015,0.054305915824695225,0.041969706452330266,,,,,,,,
Landry2012,13,pec. maj.,0.011779378204338414,0.010511638207733555,0.021058232415782304,0.02789334098525044,0.010784464028406037,0.012018936129449705,0.023138823740464345,0.02881781992775511,,,,,,,,
Landry2012,13,post. delt.,0.02527359488129295,0.1201727339853707,0.050310632629549504,0.024927105751142868,0.028039583398576737,0.131079298528529,0.08529029915488223,0.008114760442826007,,,,,,,,
Landry2012,13,upp. trap.,0.2032829733101254,0.11668940110356832,0.209887791661233,0.16787600587761847,0.1717020085740603,0.037994098492696624,0.016797935230664175,0.05017933299115648,,,,,,,,
Landry2012,14,ant. delt.,0.22297036792665237,0.050845920002859674,0.15957561147546134,0.31701750474201196,0.31504449094267767,0.03115697307121685,0.022302619182894785,0.04788452780778191,,,,,,,,
Landry2012,14,lat. dors.,0.056827143122276526,0.08510354643985722,0.1286716459958024,0.05603460321595599,0.03868482627601803,0.6544611178177384,0.6448979229218839,0.09576684976478048,,,,,,,,
Landry2012,14,low. trap.,0.13479542813049883,0.24133451999697464,0.21957514754300894,0.13659217608976087,0.13840032790909157,0.06777952072620128,0.0688373176029295,0.06619321620936348,,,,,,,,
Landry2012,14,mid. delt.,0.15725517575285491,0.12246358965997715,0.15539085729869898,0.1438510277307703,0.23533871535822912,0.1406498044538072,0.1343097738555728,0.011047003693363481,,,,,,,,
Landry2012,14,mid. trap.,0.21622228227448925,0.3129121053007401,0.24845598279269449,0.23852440908794748,0.2728836265914928,0.13068020630879545,0.1353439442216614,0.08951698254443068,,,,,,,,
Landry2012,14,pec. maj.,0.06706525501912813,0.004354710039239994,0.012010770506810048,0.11499946353020876,0.01197708704568452,0.016206837922240938,0.015685011811210917,0.18052455887980728,,,,,,,,
Landry2012,14,post. delt.,0.032347362745038646,0.1803357019883029,0.06494423673305691,0.038204571811928364,0.09426969488174577,0.35297545858496016,0.32899516480447744,0.03099861584134426,,,,,,,,
Landry2012,14,upp. trap.,0.2758624868534606,0.11501462432300999,0.2836579528491844,0.335436706011075,0.38826022325129617,0.07128869817950764,0.08857514318864679,0.06909264964819795,,,,,,,,
Landry2012,15,ant. delt.,0.32252211292225835,0.2089705024142322,0.22818708847112398,0.36684924803624186,0.40906464935874703,0.09837812317562632,0.01211321366268488,0.22570201194973358,,,,,,,,
Landry2012,15,lat. dors.,0.015450320766214916,0.07750251181901696,0.03494085877201935,0.032942188002788406,0.013930492674116354,0.13425159436802225,0.12644727752775037,0.017246628445358715,,,,,,,,
Landry2012,15,low. trap.,0.28240125014594364,0.28285413367199475,0.3770316852040842,0.26985987621238033,0.2981481686586571,0.054481914413556855,0.05678286755128651,0.16589443653986402,,,,,,,,
Landry2012,15,mid. delt.,0.20803347390495136,0.14331171590651595,0.17174917532865067,0.2090716998965889,0.2106946416015113,0.12794447915778923,0.039777935430338425,0.10850218221132606,,,,,,,,
Landry2012,15,mid. trap.,0.3992535275112712,0.3672593590380973,0.3426921574701749,0.36974848752656936,0.485761455075724,0.09148043266142165,0.08900389868730982,0.1987688517128018,,,,,,,,
Landry2012,15,pec. maj.,0.015192964269737659,0.014097563803761698,0.006088618266753276,0.04234670776313097,0.03978740828237341,0.03418903920639388,0.10063890911307283,0.15621370357219933,,,,,,,,
Landry2012,15,post. delt.,0.3338046386643022,0.6859891048990986,0.43592122792004007,0.24336397522649128,0.28630877674916094,0.8326129952272951,0.5953757062370172,0.012416415869053947,,,,,,,,
Landry2012,15,upp. trap.,0.5783761304597422,0.41733218436336605,0.5101341719334248,0.5101139876432141,0.4941695437516249,0.06069115010180379,0.02919018728808339,0.0944910755269319,,,,,,,,
Landry2012,16,ant. delt.,0.3032392009866426,0.2782450878845365,0.308384757160612,0.37174180139097746,0.28851480205991864,0.04444566293916494,0.01641422832309046,0.13992943428134744,,,,,,,,
Landry2012,16,lat. dors.,0.04848146277729725,0.07882534973700944,0.07925805600672961,0.09831231128274862,0.03099917821826125,0.19163540836472415,0.12221354538873173,0.026023114889404203,,,,,,,,
Landry2012,16,low. trap.,0.1362892313493626,0.3254784961734564,0.3395969687269558,0.12723002184279958,0.13137799661706406,0.11762346713246931,0.09971948356665702,0.0537378254825675,,,,,,,,
Landry2012,16,mid. delt.,0.2261909574729658,0.3300710930187961,0.3400144497912996,0.2835579886006101,0.25226416906995475,0.07947282935144973,0.031748608135275386,0.047740259092912726,,,,,,,,
Landry2012,16,mid. trap.,0.26496364132538225,0.3338042848252398,0.31139954201043674,0.3260703899451184,0.3150308284244846,0.15708672053717088,0.13868967372793217,0.17465857255321937,,,,,,,,
Landry2012,16,pec. maj.,0.03035964531551006,0.013866693007015245,0.01169680675301835,0.04105150820735843,0.019501055764953753,0.01944895732968748,0.02020092477976028,0.07436471218780151,,,,,,,,
Landry2012,16,post. delt.,0.04842420637212755,0.17468758668076673,0.1236163732555203,0.05361461368322998,0.043304571865926844,0.2851683711736868,0.21325647158786398,0.012306022061135322,,,,,,,,
Landry2012,16,upp. trap.,0.4478294461504049,0.3872242759428378,0.4010638622641658,0.266909932773674,0.2376651000458036,0.035748617912166034,0.015629062339629612,0.1546094868480406,,,,,,,,
Landry2012,17,ant. delt.,0.25202328710550426,0.19065751471683284,0.3093518389918714,0.25702812485143944,0.2806567131742208,0.05853003918818439,0.01600784721999795,0.07518007512460935,,,,,,,,
Landry2012,17,lat. dors.,0.01517030150593257,0.04214840658695983,0.025791360141518577,0.02686883807189835,0.015935880372899204,0.10895751632136236,0.07790350445028149,0.012435073980653698,,,,,,,,
Landry2012,17,low. trap.,0.16541120382192281,0.29558606870327186,0.42868269559839256,0.19737812167730198,0.1441074052618185,0.05575020643782223,0.06239872831650727,0.12049471982165028,,,,,,,,
Landry2012,17,mid. delt.,0.3263957216405137,0.4201122752474702,0.46038779792252404,0.32390706966397004,0.3551830820123453,0.17939721215532858,0.042623779717393326,0.040933628279438236,,,,,,,,
Landry2012,17,mid. trap.,0.26477658153974326,0.31821542277909476,0.2775082884670619,0.3314730372825606,0.28212196801331657,0.1817974557380263,0.11754544033028888,0.1527029730676462,,,,,,,,
Landry2012,17,pec. maj.,0.06131067345082384,0.007680161687298154,0.011441686283308154,0.03863524465565328,0.019562596256799642,0.02221496856993328,0.032073365372539214,0.07571497665868093,,,,,,,,
Landry2012,17,post. delt.,0.04358393660362141,0.2487413629852933,0.08491367785048946,0.06974642449910609,0.050770483894337096,0.3818438773230174,0.2792273620250847,0.026653127283587298,,,,,,,,
Landry2012,17,upp. trap.,0.4280047022819603,0.3901346810591509,0.3664805302161651,0.4557252260972947,0.4138716245839145,0.07713933375647064,0.03286327345975604,0.25397455834049387,,,,,,,,
Landry2013,0,ant. delt.,0.30469650523876124,0.04515735414846732,0.05796472361131221,0.36096164265039665,0.34852156294873404,0.015935352626266087,0.009803437227732109,0.31433796886948406,,,,,,,0.35837527083637255,
Landry2013,0,lat. dors.,0.032025251820090986,0.1464313586680691,0.06910621175056861,0.02100448998051452,0.014899222443764161,0.27500074463659685,0.24953752365461332,0.0995743298347399,,,,,,,0.018621031233136298,
